stop_id,stop_code,stop_name,stop_lat,stop_lon
NOWY_DWÓR_(pętla),51.1194207700,16.9515678100
KRZYKI,51.0748550000,17.0062318900
Kosmonautów_(Nowe_Żerniki),51.1391930000,16.9269190000
pl._Orląt_Lwowskich,51.1077807100,17.0222147000
Św._Katarzyna_-_Główna_n_ż,51.0319200000,17.1253240000
PARK_POŁUDNIOWY,51.0726710900,17.0144784300
Łużycka,51.1361168900,17.0166050300
Pisarzowice_-_Odrzańska,51.2050515000,16.8524908000
Parafialna,51.0631572800,17.0322484500
Kowalska_I,51.1266857000,17.1156350600
Januszkowice_-_Wierzbowa,51.2238700800,17.2382264500
BRZEZINA_(pętla),51.2031854000,16.8264570000
Chłodna,51.0751223400,16.9966708600
Wiejska,51.0781745600,16.9641083500
OSOBOWICKA_(Cmentarz_II),51.1344896400,17.0112272400
Kleczkowska,51.1267139500,17.0276264000
Wilkszyn_-_Polna,51.1890493000,16.8661957000
Kiełczów_Ładna,51.1440703700,17.1565970400
Zaporoska,51.0978994000,17.0146602800
Wojanowska,51.1547186300,16.8939071700
Stabłowice,51.1559262300,16.8911354900
ZACHODNIA_(Stacja_kolejowa),51.1160249300,17.0012958900
Urząd_Wojewódzki,51.1086103000,17.0499577900
GAŁÓW_(pętla),51.1118900000,16.8106290000
Borowa_-_skrzyżowanie,51.1945374000,17.2799819000
Złotniki,51.1395055500,16.8916672700
Kowalska,51.1290113100,17.1136299400
Januszkowice_-_Wierzbowa,51.2240190400,17.2384600200
ŁOZINA,51.2322520000,17.1763630000
Żmudzka,51.1440083000,17.1409808300
Park_Tysiąclecia,51.1087356100,16.9432753000
Siechnice_-_CPN_n_ż,51.0391900000,17.1290610000
DWORZEC_GŁÓWNY,51.0992241900,17.0341040100
Krucza,51.0934228300,17.0083676000
POŚWIĘCKA_(Ośrodek_zdrowia),51.1564994400,17.0320980700
Wyszyńskiego,51.1219167500,17.0530296500
Park_Zachodni,51.1298533300,16.9709380000
Nowy_Dwór_(Stacja_kolejowa),51.1198707700,16.9529726300
BLIZANOWICE,51.0701100000,17.1572330000
Dolmed,51.1143586600,17.0026600700
Bajana,51.1306069200,16.9672487900
Strzegomska_56,51.1142978400,16.9846409700
Poznańska,51.1211119100,17.0119443000
Brzezina_-_Chrobrego,51.2014550000,16.8349673000
Ziemniaczana,51.0530275200,17.0935232100
mosty_Mieszczańskie,51.1176037300,17.0248939600
Bałtycka,51.1375866000,17.0306094400
Kępa_-_Skrzyżowanie,51.2412110000,17.1956440000
Kominiarska,51.1691800900,16.9971980000
Armii_Krajowej,51.0878336400,17.0683065300
Wiśniowa,51.0835196100,17.0246700500
Raków_-_skrzyżowanie,51.1676456600,17.2761212000
Serbska_(C.K._Agora),51.1338962000,17.0196455000
Rysia,51.1279101700,16.9905910900
Świeradowska,51.0770466400,17.0462375200
Wołowska,51.1473036700,17.0298673900
Marszowicka,51.1631676200,16.8785105900
DWORZEC_GŁÓWNY,51.0996462200,17.0372634900
Wzgórze_Partyzantów,51.1037869200,17.0384902700
Swojczycka,51.1141998300,17.1161854900
Jutrosińska,51.1463619300,17.0418826300
Kwiska,51.1252752500,16.9834276700
Metalowców,51.1327474000,16.9582917200
Biskupice_Podgórne_LG_Electronics,51.0236840000,16.8909370000
Rondo,51.0906902300,17.0171240100
Bukowina_-_skrzyżowanie,51.2050280000,17.1530480000
Wiślańska,51.1359184100,16.9790481300
Bujwida,51.1133631600,17.0669058200
Hubska,51.0916444200,17.0438784700
Strachowice_General_Aviation,51.1050111500,16.8990643000
SZCZODRE,51.1945076000,17.1827776000
Nowy_Dwór_(Rogowska),51.1186519500,16.9537881200
