indeks nazwa x y
1247 Samotworska 51.1188 16.8478
1248 Bukowina_-_skrzyżowanie 51.2051 17.1541
1249 HALLERA 51.0868 17.0129
1250 LEŚNICA 51.1447 16.8713
1251 Bielawa 51.16 17.2523
1252 Kępińska 51.1442 17.0308
1253 Bukowina_-_skrzyżowanie 51.2043 17.1538
1254 Transbud 51.0837 17.0588
1255 9_Maja 51.1136 17.0914
1256 Rynek 51.1098 17.0267
1257 Bielany_-_skrzyżowanie 51.039 16.9719
1258 Śliwowa 51.1549 16.939
1259 Irysowa 51.1506 17.0179
1260 pl._Wróblewskiego 51.1049 17.0483
1261 Królewiecka 51.1453 16.9464
1262 KSIĘŻE_WIELKIE 51.0698 17.0975
1263 Kamienna 51.0856 17.0472
1264 Szkocka 51.1101 16.9688
1265 Zwycięska 51.059 17.0071
1266 ROD_Pod_Dębem 51.1543 17.1047
1267 Szkoła_Żerniki 51.1214 16.9251
1268 9_Maja 51.1135 17.0911
1269 Stępin 51.2085 17.2809
1270 LEŚNICA 51.1447 16.8724
1271 Bałtycka_(Szkolny) 51.1386 17.0288
1272 Wilkszyńska 51.1735 16.8867
1273 Zaporoska 51.097 17.0156
1274 Nowy_Dwór 51.1124 16.9608
1275 Hermanowska 51.1222 16.9556
1276 Hippiczna 51.0679 17.0089
1277 Buforowa 51.0706 17.0537
1278 DWORZEC_NADODRZE 51.1247 17.035
1279 HALLERA 51.0861 17.0126
1280 Orla 51.0801 17.0082
1281 Opolska 51.0655 17.0969
1282 Bałtycka 51.1383 17.0294
1283 Jastrzębia 51.0842 17.0105
1284 Maślice_Małe 51.1529 16.9401
1285 Długołęka_-_Nowy_Urząd 51.172 17.2023
1286 PRACZE_ODRZAŃSKIE_(Stacja_kolejowa) 51.1721 16.9034
1287 Radio_i_Telewizja 51.0716 17.0057
1288 EPI 51.0981 17.0317
1289 Kominiarska-plac_sportowy 51.1756 17.0124
1290 Małopolska_(Ośrodek_dla_niewidomych) 51.1379 16.8977
1291 HALLERA 51.0868 17.0124
1292 DWORCOWA 51.1003 17.0392
1293 KSIĘŻE_MAŁE 51.0778 17.0836
1294 Bałtycka 51.137 17.0298
1295 Eluarda 51.1465 16.8673
1296 Warmińska 51.1467 16.9384
1297 Psie_Pole_(Rondo_Lotników_Polskich) 51.1471 17.1144
1298 pl._Legionów 51.1039 17.0224
1299 POPOWICE_(Stacja_kolejowa) 51.1261 17.0036
1300 Aleja_Pracy 51.0918 16.9853
1301 Gromadzka 51.1292 16.8539
1302 ZĘBICE_-_pętla 51.0052 17.1536
1303 9_Maja 51.1136 17.0923
1304 pl._Zgody 51.1006 17.0533
1305 pl._Nowy_Targ 51.1104 17.0392
1306 GALERIA_DOMINIKAŃSKA 51.1076 17.0396
1307 Pułtuska 51.0743 17.015
1308 pl._Legionów 51.1044 17.0216
1309 Małomicka 51.1667 16.8876
1310 KSIĘŻE_MAŁE 51.0773 17.084
1311 Kozia 51.1577 16.9277
1312 KOZANÓW_(Dokerska) 51.1414 16.9639
1313 Mokrzańska 51.1492 16.8547
1314 PL._GRUNWALDZKI 51.1112 17.0615
1315 Bielany_-_MAKRO 51.0457 16.9697
1316 KLECINA_(Stacja_kolejowa) 51.0582 16.9879
1317 Lekarska 51.1596 17.0276
1318 Piłsudskiego 51.1018 17.0248
1319 MIŃSKA_(Rondo_Rotm._Pileckiego) 51.1053 16.9489
1320 Bezpieczna 51.1414 17.0264
1321 Mickiewicza 51.1085 17.0726
1322 Sztabowa 51.0887 17.0147
1323 SĘPOLNO 51.1136 17.1033
1324 Grabowa 51.1399 16.9209
1325 Suwalska 51.1518 16.9272
1326 KLECINA 51.0657 16.9874
1327 Nowy_Dwór 51.1125 16.9597
1328 Park_Zachodni 51.1293 16.9721
1329 Pustecka 51.14 16.8539
1330 Łosice 51.2169 17.2037
1331 PL._JANA_PAWŁA_II 51.1119 17.0207
1332 Libelta 51.11 17.1087
1333 Graniczna 51.1084 16.9101
1334 Ibn_Siny_Avicenny 51.0871 16.9528
1335 Husarska 51.0601 17.0021
1336 Rondo 51.0917 17.0162
1337 Piramowicza 51.1032 17.0963
1338 Orzechowa 51.0833 17.0395
1339 Międzyrzecka 51.0944 17.0824
1340 Św._Katarzyna_-_szkoła 51.0253 17.1145
1341 Fiołkowa 51.0921 16.9775
1342 Jeleniogórska 51.1456 16.876
1343 Bzowa_(Centrum_Zajezdnia) 51.0975 16.9913
1344 pl._Orląt_Lwowskich 51.1073 17.0214
1345 BROCHÓW 51.0589 17.0873
1346 BIERUTOWSKA_(Wiadukt) 51.1582 17.1465
1347 Wojanowska 51.155 16.8947
1348 Arena 51.095 17.0273
1349 Szybowcowa 51.1301 16.966
1350 Pułaskiego 51.0987 17.044
1351 Tunelowa 51.0651 17.0647
1352 Trzebnicka 51.1279 17.0363
1353 Grunwaldzka 51.1151 17.0668
1354 Rymarska 51.0795 16.9924
1355 Zajezdnia_OŁBIN 51.1238 17.041
1356 Armii_Krajowej 51.0869 17.0694
1357 PARK_POŁUDNIOWY 51.0724 17.0109
1358 Małopanewska 51.1237 16.9877
1359 Dolnośląska_Szkoła_Wyższa 51.1125 16.9887
1360 Jastrzębia 51.0837 17.0103
1361 Stadion_Olimpijski 51.1171 17.09
1362 ZĘBICE_-_pętla 51.0048 17.1539
1363 Bajana 51.1305 16.967
1364 Siechnice 51.0297 17.1424
1365 Bierutowska_75 51.1558 17.14
1366 RĘDZIŃSKA 51.1574 16.9489
1367 GRABISZYŃSKA_(Cmentarz) 51.0899 16.9766
1368 pl._Bema 51.1171 17.0433
1369 Orzechowa 51.083 17.0418
1370 Szczodre_-_stawy 51.2045 17.205
1371 GALERIA_DOMINIKAŃSKA 51.1074 17.0398
1372 Przebiśniegowa 51.173 17.1135
1373 KROMERA 51.1316 17.0626
1374 pl._Wróblewskiego 51.106 17.0464
1375 FAT 51.0946 16.9813
1376 Gajowicka_(Gimnazjum_nr_23) 51.0846 17.0038
1377 Brzezia_Łąka_-_Lipowa 51.123 17.2429
1378 Młodych_Techników 51.1126 17.0121
1379 Wschowska 51.1449 16.8818
1380 Bajana 51.1312 16.9657
1381 HALLERA 51.086 17.0117
1382 Zielińskiego 51.0985 17.0205
1383 Niedźwiedzia 51.1213 16.9936
1384 Piastowska 51.1158 17.0602
1385 STADION_WROCŁAW_(Królewiecka) 51.1435 16.9503
1386 Żerniki_Wr._-_Orla 51.0362 17.0583
1387 Długołęka_-_Nowy_Urząd 51.1713 17.2038
1388 Bielany_-_Kościół 51.0406 16.9694
1389 Szewczenki 51.1418 17.1232
1390 Transbud 51.0835 17.0597
1391 Berenta 51.1355 17.0565
1392 Mokra 51.1715 16.8377
1393 Kościelna 51.0629 16.9834
1394 Wilczyce_-_Szkoła 51.1297 17.1517
1395 Dobroszów 51.2158 17.2288
1396 Wilczyce_-_Sosnowa 51.1315 17.1681
1397 Trzmielowicka 51.1417 16.8553
1398 Wyższa_Szkoła_Bankowa 51.1141 16.9794
1399 Malwowa 51.1669 17.11
1400 Wita_Stwosza 51.1107 17.035
1401 Kiełczów_-_Rzeczna 51.1294 17.1746
1402 Blizanowicka 51.0761 17.0924
1403 Wysoka_Osiedle 51.0531 17.0036
1404 Bagatela 51.1522 17.0701
1405 Zalewowa 51.0908 17.1346
1406 Łozina_-_Nowego_Osiedla_I 51.2334 17.172
1407 Uniwersytecka 51.1126 17.0359
1408 Pomorska 51.1179 17.031
1409 Arkady_(Capitol) 51.1009 17.029
1410 OSOBOWICKA_(Cmentarz_II) 51.1349 17.0091
1411 Mikołowska 51.1108 17.1368
1412 Gajowicka 51.0884 17.0055
1413 Pl._Hirszfelda 51.0945 17.0163
1414 Ogród_Botaniczny 51.1161 17.0511
1415 FAT 51.0947 16.9809
1416 Park_Stabłowicki 51.1602 16.8937
1417 Złotnicka 51.1439 16.8898
1418 Stanki 51.0763 16.9721
1419 Kołobrzeska 51.1212 16.945
1420 Mosty_Warszawskie 51.1285 17.0546
1421 Volvo_-_brama_II 51.1185 17.1105
1422 Kotowice_II-Spacerowa/Leśna 51.0257 17.2231
1423 Długołęka_-_SELGROS 51.1832 17.1986
1424 Długołęka_-_Wrocławska 51.1776 17.1888
1425 Węgrów 51.2645 17.2205
1426 Końcowa 51.096 16.9622
1427 Radwanice_-_Skrajna 51.0612 17.1014
1428 Spółdzielcza 51.1019 17.1027
1429 Szczepin 51.1177 17.0075
1430 Kątna 51.1328 17.2839
1431 Komuny_Paryskiej 51.1017 17.0461
1432 Aleja_Pracy 51.0923 16.9864
1433 Swojczyce 51.1148 17.1281
1434 Wilkszyn_(pętla) 51.1917 16.8629
1435 Kadłubka 51.0762 16.9689
1436 Pisarzowice_-_Kolejowa 51.2138 16.8474
1437 PSIE_POLE_(Stacja_kolejowa) 51.1497 17.12
1438 Redycka 51.1492 17.0752
1439 Fiołkowa 51.0923 16.9777
1440 Wojnów 51.0973 17.1634
1441 KOZANÓW_(Dokerska) 51.1416 16.9636
1442 Aleja_Pracy 51.0914 16.9867
1443 BARDZKA 51.0822 17.0493
1444 KOSZAROWA_(Szpital) 51.1417 17.0648
1445 Brodnicka 51.1482 16.9308
1446 Św._Katarzyna_-_Żernicka 51.0252 17.1133
1447 9_Maja 51.1137 17.0911
1448 Mirków_-_Stadion 51.1681 17.1646
1449 Skwerowa 51.0962 17.0315
1450 FAT 51.0951 16.9795
1451 POŚWIĘTNE 51.1507 17.029
1452 Miodowa 51.1356 16.8489
1453 Jarnołtowska_(Krzeptowska) 51.1202 16.8565
1454 RACŁAWICKA_(pętla) 51.0778 16.9837
1455 Monopolowa 51.1155 17.1112
1456 Kiełczów_""Biedronka"" 51.1428 17.165
1457 Kośnego1 51.1248 16.8635
1458 Siechnice_-_Szkolna 51.0338 17.1475
1459 Bukowina 51.2106 17.1401
1460 Pisarzowice_-_Graniczna 51.1968 16.855
1461 Urząd_Wojewódzki 51.1105 17.0486
1462 Mielecka 51.0895 16.9997
1463 most_Milenijny 51.1367 17.0004
1464 Pereca 51.1011 17.0075
1465 most_Grunwaldzki 51.1101 17.0556
1466 Lekarska 51.1602 17.0277
1467 WOJANOWSKA_(pętla) 51.1557 16.8991
1468 Wrocławski_Park_Technologiczny 51.1061 16.9707
1469 Uniwersytet_Ekonomiczny 51.0895 17.0273
1470 Suwalska 51.1523 16.9268
1471 Ługowa 51.1592 17.0447
1472 Dmowskiego 51.117 17.0257
1473 Skała 51.2559 17.2282
1474 Bzowa_(Centrum_Zajezdnia) 51.0976 16.9919
1475 Gwiaździsta 51.0996 17.0263
1476 Glinianki 51.1385 16.9344
1477 ROD_Tysiąclecia 51.1116 16.9522
1478 Bujwida 51.1137 17.0677
1479 pl._Orląt_Lwowskich 51.1069 17.0213
1480 Mirków_-_Wolności 51.1634 17.1573
1481 Gałów_-_ferma 51.118 16.8254
1482 Jedności_Narodowej 51.1215 17.0436
1483 Pisarzowice_-_Kolejowa 51.2137 16.8474
1484 OPATOWICE 51.0948 17.1292
1485 Gałowska 51.1135 16.8452
1486 Kamieńskiego 51.1407 17.0321
1487 Stabłowice 51.1565 16.8914
1488 Lamowice 51.0494 17.0594
1489 Kamienna 51.085 17.048
1490 Połabian 51.0567 16.9713
1491 Wełniana 51.1608 16.9052
1492 Nowy_Dom 51.0934 17.1073
1493 ROD_Bielany 51.0554 16.9776
1494 Działdowska 51.1332 17.1058
1495 Pisarzowice_-_Graniczna 51.1972 16.8548
1496 Komuny_Paryskiej 51.1023 17.0466
1497 Szkolna 51.1326 16.8481
1498 Grudziądzka 51.1379 17.0736
1499 Sztabowa 51.0881 17.0144
1500 Pasikurowice-Energetyczna 51.2141 17.1097
1501 Łozina_-_cmentarz 51.2285 17.1807
1502 Królewska 51.1556 17.1292
1503 Chełmońskiego 51.1037 17.0909
1504 STADION_WROCŁAW_(Królewiecka) 51.144 16.9497
1505 Kamiennogórska_(Ośrodek_dla_niewidomych) 51.1425 16.9007
1506 Jeleniogórska 51.1463 16.8764
1507 Racławicka 51.0817 17.0006
1508 Kolista 51.1329 16.9727
1509 Rynek 51.1112 17.0269
1510 Jaworowa 51.0803 17.0213
1511 Nowowiejska 51.1244 17.0451
1512 Arkady_(Capitol) 51.1021 17.0295
1513 Krakowska 51.0926 17.0609
1514 POPOWICE_(Stacja_kolejowa) 51.1259 17.0029
1515 Drukarska 51.0898 17.0214
1516 Wojszyce 51.0658 17.0324
1517 KIEŁCZOWSKA_(LZN) 51.1468 17.121
1518 Kiełczowska_(Cmentarz) 51.1449 17.1494
1519 Mroźna 51.1349 17.1379
1520 Dolnobrzeska 51.155 16.859
1521 most_Osobowicki 51.133 17.0275
1522 Aleja_Pracy 51.0913 16.9866
1523 Zarembowicza 51.1079 16.8994
1524 Gęsia 51.1318 17.0882
1525 Park_Szczytnicki 51.1115 17.083
1526 Owczarska 51.1517 16.8647
1527 Pracze_Widawskie 51.1777 17.0156
1528 pl._Orląt_Lwowskich 51.1074 17.0216
1529 GALERIA_DOMINIKAŃSKA 51.1085 17.0388
1530 Jagodno 51.0592 17.0564
1531 Grabowa 51.1398 16.9214
1532 Odolanowska 51.166 17.1296
1533 KROMERA 51.1317 17.0652
1534 Mickiewicza 51.1084 17.0717
1535 Kozanowska 51.1391 16.9654
1536 Kwidzyńska 51.1317 17.0808
1537 Mickiewicza 51.1085 17.0727
1538 Przybyszewskiego 51.1401 17.063
1539 Stalowa 51.0992 17.0013
1540 BROCHÓW_(Stacja_kolejowa) 51.0636 17.0837
1541 Słoneczna 51.0588 16.9738
1542 Gazowa 51.0782 17.0704
1543 FAT 51.0946 16.9778
1544 PRACZE_ODRZAŃSKIE 51.1743 16.9082
1545 Św._Katarzyna_-_Parkowa 51.0261 17.1076
1546 Głogowska 51.1177 17.004
1547 SĘPOLNO 51.1138 17.1038
1548 Kiełczów_-_Wrocławska 51.1409 17.1743
1549 Hutmen 51.096 16.9863
1550 Krępice 51.1531 16.8146
1551 Mielecka 51.0895 17.0006
1552 OPORÓW 51.0843 16.972
1553 Ogród_Botaniczny 51.1169 17.0504
1554 pl._Srebrny 51.0986 16.9969
1555 Radio_i_Telewizja 51.0719 17.0063
1556 Wiśniowa 51.0843 17.0236
1557 METALOWCÓW_(Ośrodek_sportu) 51.1296 16.955
1558 Ciechocińska 51.1528 16.8841
1559 MIŃSKA_(Rondo_Rotm._Pileckiego) 51.1072 16.9495
1560 PL._GRUNWALDZKI 51.1114 17.0604
1561 Orlińskiego 51.1225 16.9729
1562 Weigla_(Szpital) 51.077 17.0184
1563 PAWŁOWICE_(Widawska) 51.1734 17.1164
1564 Oleśniczka_-_skrzyżowanie 51.155 17.2823
1565 Trzebnicka 51.1287 17.0368
1566 Marszowice 51.1679 16.8905
1567 Dubois 51.117 17.0342
1568 TRESTNO_(pętla) 51.0747 17.1455
1569 SIECHNICE_-_OSIEDLE 51.0262 17.1545
1570 Zbożowa 51.1737 16.9115
1571 HALLERA 51.0865 17.0115
1572 Hynka 51.1224 16.9616
1573 Warmińska 51.1465 16.9402
1574 Sołtysowicka 51.1438 17.0714
1575 Stadion_Wrocław_(Lotnicza) 51.1384 16.9426
1576 Maślicka_-_Osiedle 51.1482 16.9467
1577 Kowieńska 51.1429 17.1344
1578 Pomorska 51.118 17.0307
1579 Dąbrowica 51.2176 17.2163
1580 Monte_Cassino 51.1065 17.1052
1581 Nowodworska 51.1138 16.9648
1582 Górnickiego 51.1163 17.056
1583 Karwińska 51.0819 17.077
1584 OSOBOWICE_(Stacja_kolejowa) 51.1659 16.9986
1585 BLACHARSKA 51.0821 16.9896
1586 Szewczenki 51.1418 17.1255
1587 Gałów_-_Przedszkole 51.1119 16.8167
1588 Bezpieczna 51.1425 17.0257
1589 Mokra 51.1716 16.8374
1590 Michałowice 51.236 17.2197
1591 Piramowicza 51.1031 17.0964
1592 ZABRODZIE 51.0568 16.9454
1593 KOZANÓW 51.1374 16.9688
1594 Śnieżna 51.1497 16.8794
1595 Uniwersytet_Medyczny 51.0747 17.0325
1596 Kolista 51.1327 16.9726
1597 ROD_Bajki 51.0834 17.0341
1598 Bielany_-_PKP 51.0376 16.9774
1599 DH_Astra 51.1281 16.9761
1600 Robotnicza_(Centrozłom) 51.1096 17.0083
1601 Ostowa 51.1626 17.0024
1602 Zwycięska 51.0595 17.0063
1603 Turoszowska 51.1531 16.9476
1604 Długołęka_-_Nowy_Urząd 51.1723 17.2031
1605 Rynek 51.112 17.0272
1606 Hala_Orbita 51.1324 16.9894
1607 Wołowska 51.1481 17.0299
1608 Międzyrzecka 51.095 17.0807
1609 Stępin 51.2088 17.2806
1610 Przyjaźni 51.0679 17.0038
1611 Zaprężyn_-_skrzyżowanie 51.2535 17.2063
1612 OSOBOWICKA_(Cmentarz) 51.1351 17.0055
1613 METALOWCÓW_(Ośrodek_sportu) 51.1299 16.955
1614 Hotel_Wrocław 51.098 17.0255
1615 PL._GRUNWALDZKI 51.1121 17.0629
1616 Zgorzelisko 51.1389 17.1306
1617 pl._Srebrny 51.0985 16.9961
1618 Górnicza 51.1402 16.9595
1619 Dubois 51.1164 17.0333
1620 Łozina_-_Ośrodek_zdrowia 51.2347 17.1813
1621 Brücknera 51.1386 17.0814
1622 Stalowa 51.0995 17.0004
1623 Marszowice 51.1674 16.8912
1624 Kurpiów 51.0549 17.0266
1625 Hutmen 51.096 16.9853
1626 Tramwajowa 51.1042 17.0831
1627 Raków 51.1702 17.2774
1628 Siechnice_-_ZOZ 51.0373 17.1378
1629 Samotworska 51.1191 16.8478
1630 Gąsiorowskiego 51.1439 17.0398
1631 KOSZAROWA_(Uniwersytet) 51.1405 17.0685
1632 Zębice_-_Prusa 51.0095 17.1662
1633 Brzezina_-_Osiedle 51.1925 16.8335
1634 Dolmed 51.1141 17.0024
1635 Rękodzielnicza 51.1362 16.9603
1636 RACŁAWICKA_(pętla) 51.0774 16.9839
1637 Marszowice 51.1669 16.8901
1638 Szczecińska 51.1226 16.9308
1639 Zagłoby 51.1098 16.928
1640 Widawa 51.1758 17.0232
1641 Dzielna 51.1389 16.9747
1642 Św._Katarzyna_-_stacja 51.0297 17.1222
1643 Wilczyce_-_Dębowa 51.1303 17.1628
1644 Centrum_Zarządzania_Kryzysowego 51.1146 16.9723
1645 Gajowicka 51.0886 17.0066
1646 Broniewskiego 51.1351 17.0365
1647 Katedra 51.1142 17.0508
1648 Hala_Targowa 51.1128 17.0397
1649 Łososiowicka 51.1753 16.8822
1650 POŚWIĘTNE 51.1514 17.0293
1651 Krzelowska 51.1779 16.8782
1652 Volvo 51.1198 17.1146
1653 NOWY_DWÓR_(pętla) 51.1194 16.9519
1654 Sosnowiecka 51.0705 17.0915
1655 pl._Wróblewskiego 51.1042 17.0483
1656 Łozina_-_Nowego_Osiedla_II 51.2332 17.165
1657 STABŁOWICKA_(Ośrodek_zdrowia) 51.1675 16.8992
1658 POŚWIĘTNE 51.1502 17.0287
1659 Katedra 51.1136 17.0513
1660 FAT 51.0938 16.9804
1661 LEŚNICA_-_Hermes 51.1461 16.8657
1662 ZACHODNIA_(Stacja_kolejowa) 51.1166 17.0004
1663 Rogowska 51.1105 16.9559
1664 Stadion_Olimpijski 51.117 17.0903
1665 Psary_-_Parkowa 51.1847 17.0404
1666 Siedlec-skrzyżowanie 51.2345 17.1213
1667 Katedra 51.1133 17.05
1668 Broniewskiego 51.1359 17.0374
1669 Gałowska 51.1132 16.8451
1670 Brodzka 51.1576 16.9241
1671 Prudnicka 51.09 17.0448
1672 KROMERA 51.132 17.0656
1673 Łozina_-_Ośrodek_zdrowia 51.2348 17.1812
1674 Wielka 51.0942 17.021
1675 Św._Katarzyna_-_Żernicka 51.0252 17.1136
1676 KUŹNIKI 51.1229 16.9495
1677 DWORZEC_AUTOBUSOWY 51.0973 17.0323
1678 KRZYŻANOWICE 51.1741 17.0489
1679 Kosmonautów_(Nowe_Żerniki) 51.1392 16.9273
1680 Hala_Stulecia 51.1074 17.0727
1681 Kwidzyńska 51.1323 17.0795
1682 Mochnackiego 51.1423 17.0368
1683 Inflancka 51.1424 17.1298
1684 Daszyńskiego 51.1267 17.0484
1685 Hala_Stulecia 51.1071 17.0735
1686 ROD_Zgoda 51.0661 17.06
1687 Kępa_-_Skrzyżowanie 51.2415 17.1964
1688 Katedra 51.1133 17.0498
1689 Obornicka_(Obwodnica) 51.1571 17.0107
1690 Kamieńskiego 51.1396 17.0316
1691 most_Grunwaldzki 51.1102 17.0554
1692 Połabian 51.0562 16.9705
1693 Rogowska 51.1104 16.9559
1694 Parafialna 51.0618 17.0323
1695 Kamień_I 51.1688 17.2134
1696 Pereca 51.1011 17.008
1697 PL._GRUNWALDZKI 51.1127 17.065
1698 Siedlec-szkoła 51.2303 17.1149
1699 AUCHAN 51.0521 16.9741
1700 Starodworska 51.0738 17.1084
1701 Piastowska 51.1154 17.061
1702 PILCZYCE 51.1361 16.9505
1703 KUŹNIKI 51.1235 16.951
1704 Lamowice 51.0498 17.0594
1705 Spółdzielcza 51.1022 17.1023
1706 Długa 51.1191 17.0153
1707 Oboźna 51.0597 17.0325
1708 Prudnicka 51.0892 17.0451
1709 DWORZEC_GŁÓWNY 51.0996 17.0352
1710 PL._DANIŁOWSKIEGO 51.1394 17.0609
1711 Kwidzyńska 51.1316 17.0797
1712 Kiełczów_-_osiedle 51.1325 17.1725
1713 Kwidzyńska 51.1306 17.0783
1714 Wiślańska 51.1364 16.9789
1715 Zaporoska 51.097 17.0136
1716 Złotniki 51.1389 16.8934
1717 Kwiatkowskiego 51.0587 16.9556
1718 KOWALE 51.1284 17.1021
1719 SPISKA_(Ośrodek_sportu) 51.0831 17.0311
1720 Wilczyce_-_stary_młyn 51.1189 17.1503
1721 Urząd_Wojewódzki 51.1086 17.0496
1722 Przybyły 51.109 16.9171
1723 Grabowa 51.1401 16.9209
1724 Kromera_(Czajkowskiego) 51.1363 17.0704
1725 Ramiszów-kolonia 51.1888 17.1014
1726 PSARY 51.1844 17.0287
1727 Joannitów 51.0934 17.0361
1728 Krynicka 51.0795 17.0507
1729 Berenta 51.1358 17.0576
1730 TARNOGAJ 51.0778 17.0647
1731 ROD_Bajki 51.0839 17.0353
1732 Inflancka 51.1424 17.1304
1733 Brochowska 51.0679 17.0944
1734 Inowrocławska 51.1156 17.014
1735 Siechnice_-_Ogrodnictwo 51.0245 17.1529
1736 DOMASZCZYN 51.1881 17.1651
1737 Borowa_-_szkoła 51.1895 17.2791
1738 Krucza 51.0951 17.0086
1739 Starodworska 51.0738 17.1086
1740 LEŚNICA 51.1448 16.8714
1741 Jaworowa 51.081 17.0222
1742 Komandorska 51.0922 17.0245
1743 Św._Katarzyna_-_Główna 51.0284 17.1184
1744 Lipska 51.1443 16.9871
1745 Krzemieniecka 51.0967 16.9549
1746 Kiełczów_-_Sielska_Dolina 51.124 17.1752
1747 Kamieńskiego_(Szpital) 51.1491 17.0432
1748 TYNIECKA_(pętla) 51.076 16.9529
1749 PL._STASZICA 51.1221 17.0308
1750 Kowalska 51.1297 17.1131
1751 RATYŃ 51.1298 16.8605
1752 Brzezinka_Średzka_-_Główna 51.2158 16.8371
1753 Ogród_Botaniczny 51.1168 17.0503
1754 Wysoka-Radosna 51.0487 17
1755 OSOBOWICKA_(Cmentarz_II) 51.1346 17.0112
1756 DŁUGA_(Politechnika) 51.1236 17.0109
1757 pl._Bema 51.1175 17.0421
1758 Piastowska 51.1158 17.0601
1759 Trestno 51.0758 17.1455
1760 Chłodna 51.075 16.9968
1761 Małopolska_(Ośrodek_dla_niewidomych) 51.1375 16.8989
1762 pl._Bema 51.1175 17.041
1763 Węgrów 51.2645 17.2204
1764 Stanisławowska 51.0968 16.9468
1765 pl._Strzegomski_(Muzeum_Współczesne) 51.1128 17.0072
1766 Górnicza 51.1406 16.9592
1767 BISKUPIN 51.101 17.1095
1768 Strachowskiego 51.0582 17.0157
1769 Niedźwiedzia 51.1212 16.9935
1770 Kępa 51.2384 17.2098
1771 Kępińska 51.1442 17.0311
1772 Aleja_Wędrowców 51.0887 16.9923
1773 KAMIEŃSKIEGO_(pętla) 51.1507 17.0431
1774 Moniuszki 51.1195 17.0828
1775 LEŚNICA 51.1447 16.8716
1776 Wyszyńskiego 51.1223 17.0519
1777 Przyjaźni 51.0685 17.0035
1778 Grochowa 51.0962 17.0058
1779 Chopina 51.1167 17.0816
1780 Inżynierska 51.0948 16.9912
1781 Dworzec_Główny_(Stawowa) 51.0994 17.0335
1782 KRZYKI 51.0757 17.0076
1783 Krucza_(Mielecka) 51.0934 17.0038
1784 pl._Legionów 51.1049 17.0217
1785 Ramiszów-kolonia 51.1888 17.1017
1786 Gajowicka 51.0877 17.0068
1787 Komuny_Paryskiej 51.1016 17.0464
1788 Chwałkowska 51.1595 16.9108
1789 RATYŃ 51.1297 16.8607
1790 DWORZEC_AUTOBUSOWY 51.0975 17.0328
1791 Hala_Targowa 51.1127 17.0394
1792 Poprzeczna 51.1458 17.073
1793 Śrubowa 51.1119 17.0001
1794 Kamieńskiego 51.141 17.0322
1795 Las_Mokrzański 51.1761 16.8336
1796 Śrubowa 51.1113 17.003
1797 Zimowa 51.0713 17
1798 Zębice_-_Trzech_Lip/Prusa 51.0029 17.1557
1799 BROCHÓW_(Stacja_kolejowa) 51.0637 17.0825
1800 Kwiska 51.1255 16.9832
1801 Wełniana 51.1612 16.9045
1802 Kiełczów_""Biedronka"" 51.1429 17.1649
1803 Kiełczowska_(Cmentarz) 51.1453 17.148
1804 Brodnicka 51.149 16.9304
1805 Karwińska 51.0814 17.0782
1806 Semaforowa 51.0617 17.0796
1807 Żerniki 51.1236 16.923
1808 Słowiańska 51.1235 17.0405
1809 Kiełczowska 51.1457 17.1358
1810 Piastowska 51.1154 17.0609
1811 Zaprężyn 51.2521 17.1924
1812 Gęsia 51.132 17.0891
1813 Końcowa 51.0958 16.9625
1814 Wrocławski_Park_Technologiczny 51.1051 16.9707
1815 Bałtycka 51.1372 17.0294
1816 Uniwersytet_Ekonomiczny 51.0898 17.0267
1817 Sołtysowicka 51.1425 17.0709
1818 Jerzmanowo 51.1208 16.8766
1819 Pomorska 51.1172 17.0316
1820 Miłoszycka 51.1166 17.1271
1821 DWORZEC_AUTOBUSOWY 51.0972 17.0369
1822 Kamieńskiego_(Szpital) 51.1487 17.0429
1823 Rondo_Obrońców_Grodna 51.1648 17.0277
1824 BARDZKA 51.0826 17.0494
1825 Michałowice 51.2359 17.2199
1826 Kąty_Wilczyckie 51.1123 17.1809
1827 ŻERNIKI_WROCŁAWSKIE 51.0334 17.0557
1828 TARNOGAJ 51.0787 17.0643
1829 Kiełczów_-_Wrocławska 51.1413 17.1734
1830 Byków_-_Lange 51.1876 17.2268
1831 PL._JANA_PAWŁA_II 51.1122 17.0225
1832 Rynek 51.1094 17.0265
1833 Godzieszowa_-_stajnia 51.2375 17.1259
1834 Główna 51.1629 16.8957
1835 DWORZEC_GŁÓWNY 51.1 17.0353
1836 LEŚNICA 51.1449 16.872
1837 PL._GRUNWALDZKI 51.1114 17.0598
1838 most_Grunwaldzki 51.1101 17.0551
1839 Ożynowa 51.0649 17.0099
1840 Młodych_Techników 51.113 17.0126
1841 Wiśniowa 51.0835 17.0264
1842 BARTOSZOWICE_(pętla) 51.1025 17.1161
1843 Owczarska 51.1528 16.8636
1844 KUŹNIKI 51.1233 16.9501
1845 Kolejowa 51.1053 17.0139
1846 Górnicza 51.14 16.9597
1847 Szczepin 51.1171 17.008
1848 Szczodre_-_Szkoła 51.1981 17.1896
1849 Renoma 51.1037 17.0306
1850 Długołęka_-_Kościół 51.1729 17.1936
1851 Zaprężyn_-_skrzyżowanie 51.2534 17.2064
1852 Arabska 51.0512 17.0923
1853 PRACZE_ODRZAŃSKIE 51.1744 16.9076
1854 Uniwersytet_Ekonomiczny 51.0901 17.0292
